X	Y	id	T	genotype	slab_lane	replica	time	humidity	ambient_temp	food	rearing_Temp	Age	exp_date	TempEst
126	408	re10_gfr_3	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	17.768689464407487
142	376	re10_gfr_3	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	17.85144681823094
138	362	re10_gfr_3	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	17.83577900557839
636	318	re10_gfr_3	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	20.194306526753543
634	308	re10_gfr_3	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	20.1871573739459
914	326	re10_gfr_3	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	21.503481887932868
1440	308	re10_gfr_3	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	23.988118182123067
2034	288	re10_gfr_3	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	26.793887572897297
2058	262	re10_gfr_3	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	26.913002077829162
2070	246	re10_gfr_3	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	26.973244083813725
2104	248	re10_gfr_3	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	27.13312587858711
2116	236	re10_gfr_3	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	27.19245487988016
2138	248	re10_gfr_3	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	27.29346417570624
2170	264	re10_gfr_3	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	27.44071878952291
2192	260	re10_gfr_3	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	27.54538010411504
2202	246	re10_gfr_3	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	27.595733943217432
2182	240	re10_gfr_3	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	27.5027868048905
2152	244	re10_gfr_3	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	27.36039883215269
2268	260	re10_gfr_3	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	27.90378335649899
2292	252	re10_gfr_3	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	28.018789340319053
2262	240	re10_gfr_3	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	27.880053386347292
2290	240	re10_gfr_3	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	28.012096689857167
2310	240	re10_gfr_3	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	28.106413335221365
