X	Y	id	T	genotype	slab_lane	replica	time	humidity	ambient_temp	food	rearing_Temp	Age	exp_date	TempEst
284	1140	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	17.975352602782554
288	1124	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	17.996272502735657
298	1120	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.041494090980148
290	1098	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.01027153353134
308	1094	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.091041222448023
316	1080	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.129341941535095
300	1076	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.059032202594967
320	1076	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.147902454275442
318	1118	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.13075757386275
324	1128	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.15545249335626
322	1138	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.144599312177583
342	1136	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.233862795060183
352	1138	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.277904689698296
340	1122	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.227728388307018
342	1102	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.240547725496327
360	1104	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.320137720806628
362	1092	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.33138413318743
376	1098	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.392413615757388
388	1094	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.446522229169922
376	1074	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.397132390182897
400	1090	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.50063084258246
416	1092	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.571333812724713
428	1114	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.620330420509614
410	1128	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.537594575582304
404	1130	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.510540268876035
400	1132	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.492372987337816
386	1128	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.430950273565735
374	1136	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.376055197748943
384	1146	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.418524167578553
484	1070	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.877818211661715
580	1066	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	19.30518188213225
420	1126	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.582422932624667
350	1080	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.280421369391902
340	1078	re17_1	NA	uninfected	2	g	15_00	54	25.4	homemade	25'C	7-10	29_07_20	18.23637947475379
126	1138	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	16.469331110144473
136	1148	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	16.515087543218286
136	1142	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	16.515856155217424
136	1130	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	16.517393379215704
128	1124	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	16.48053202875694
138	1118	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	16.528338093828463
148	1130	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	16.57383832290256
162	1128	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	16.639946961203606
156	1120	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	16.61274930535903
166	1120	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	16.659786758431412
154	1158	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	16.59847393875
172	1162	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	16.682628946280857
172	1168	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	16.681860334281716
192	1124	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	16.78157172842017
208	1122	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	16.857087857335692
218	1134	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	16.90258808640979
206	1136	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	16.845886938723222
216	1154	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	16.89061855579818
206	1154	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	16.8435811027258
218	1166	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	16.898488822414375
206	1164	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	16.842300082727235
248	1180	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	17.03780775363352
250	1170	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	17.048496264246563
240	1164	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	17.002227423173323
254	1158	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	17.068848469473796
248	1144	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	17.04241942562836
244	1132	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	17.02514166839769
232	1126	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	16.969465336709973
236	1116	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	16.989561337937495
250	1114	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	17.055669976238537
262	1128	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	17.1103214919274
282	1124	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	17.204908806071586
404	1114	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	17.780046753553183
422	1126	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	17.863176945085186
410	1148	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	17.80391375740148
422	1152	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	17.85984629308891
426	1142	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	17.87994229431643
446	1144	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	17.973760996461476
444	1142	re17_2	NA	uninfected	1	p	13_00	44	24.3	homemade	25'C	7-10	30_07_20	17.964609709846712
62	1076	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	17.22220551852695
82	1090	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	17.31018498336422
86	1068	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	17.33090354065741
76	1048	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	17.288550688732105
82	1040	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	17.316480677569334
84	1052	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	17.323943936881577
100	1054	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	17.395485916485136
98	1042	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	17.388022657172893
110	1042	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	17.441868012701715
110	1034	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	17.442875323774533
128	1032	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	17.523895184835972
114	1084	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	17.454528081412363
110	1082	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	17.436831457337625
136	1064	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	17.555762844230582
140	1080	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	17.571696673927885
158	1058	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	17.65523481267137
158	1040	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	17.65750126258521
174	1036	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	17.729798725493385
180	1032	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	17.757225058794205
192	1034	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	17.810818586554824
194	1076	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	17.814504429343998
178	1068	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	17.74371793304505
206	1058	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	17.87061623478666
222	1068	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	17.941150903317403
236	1064	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	18.004474140304104
266	1046	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	18.14135397904
250	1036	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	18.07081931050926
460	1078	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	19.007824649131365
514	1052	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	19.253402509997724
958	1046	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	21.246436147868778
1266	1062	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	22.626452317629592
1500	1052	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	23.677695889282656
2224	970	re17_3	NA	uninfected	2	w	13_30	50	24.1	homemade	25'C	7-10	31_07_20	26.936690611351345
110	656	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.505609824605205
106	630	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.494947623890702
112	602	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.534676913022246
138	648	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.64755624052255
148	656	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.694405045583554
134	630	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.634059891980012
156	650	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.73627701876581
168	636	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.800856320931718
154	622	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.736259945586124
164	606	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.79161119413123
174	604	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.84200268397728
148	602	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.713535543422786
186	608	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.90020515353011
192	606	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.93072346222054
206	608	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.999571059308188
192	622	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	17.925055166564473
220	638	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.058499138997714
232	622	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.123786978120627
248	644	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.195485796215998
228	588	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.11595892523416
240	586	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.176287005658015
278	636	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.34736880271115
360	634	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.755477553358276
402	574	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.9854020642025
420	586	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	19.070580157660718
522	574	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	19.581597498870966
908	524	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	21.51707290431309
956	524	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	21.755551078180478
972	538	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	21.830084044103877
954	550	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	21.736403507161555
1000	540	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	21.968487775236177
1116	544	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	22.543392954835014
1206	534	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	22.99408221562141
1272	530	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	23.323406778603083
1472	478	re17_4	NA	uninfected	4	y	16_00	47	24.8	homemade	25'C	7-10	31_07_20	24.335487797266087
