ID2 Mean SD SE Median
Uninf_Portugal_1 20.480195960002 3.41216576827855 0.113928898939708 18.7445967291919
Uninf_Portugal_2 20.0459360296204 2.45168666659054 0.107204772794941 19.0188452077245
wMelCS_Portugal_1 20.3248152046071 3.2039749927074 0.127346573138803 19.0451952738758
wMelCS_Portugal_2 22.3566194798496 3.60493276982709 0.118851113816429 23.0222839975307
wMel_Finland_1 21.6456013429677 3.71251208460331 0.130605719375421 20.4784132313795
wMel_Finland_2 22.9276719830194 3.35423585941438 0.109636628848375 23.4673750398868
wMel_Portugal_1 21.2548646198031 3.39964142142224 0.116061844469016 19.9760040800718
wMel_Portugal_2 21.13785316393 3.23522193031223 0.131313607405731 20.1177944902527
