X	Y	id	T	genotype	slab_lane	replica	time	humidity	ambient_temp	food	rearing_Temp	Age	exp_date	TempEst
348	1222	ak7_gfr	NA	rif_treated	1	bb	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.418582193402788
392	1182	ak7_gfr	NA	rif_treated	1	bb	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.64811604752116
396	1174	ak7_gfr	NA	rif_treated	1	bb	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.670520515183462
416	1186	ak7_gfr	NA	rif_treated	1	bb	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.76421795581411
440	1194	ak7_gfr	NA	rif_treated	1	bb	16_00	47	24.8	homemade	25'C	7-10	31_07_20	18.878910256593148
630	1194	ak7_gfr	NA	rif_treated	1	bb	16_00	47	24.8	homemade	25'C	7-10	31_07_20	19.80920975673081
644	1172	ak7_gfr	NA	rif_treated	1	bb	16_00	47	24.8	homemade	25'C	7-10	31_07_20	19.885510982277996
1268	1152	ak7_gfr	NA	rif_treated	1	bb	16_00	47	24.8	homemade	25'C	7-10	31_07_20	22.947858430825985
1298	1148	ak7_gfr	NA	rif_treated	1	bb	16_00	47	24.8	homemade	25'C	7-10	31_07_20	23.096157433098476
1280	1132	ak7_gfr	NA	rif_treated	1	bb	16_00	47	24.8	homemade	25'C	7-10	31_07_20	23.013662226298976
1590	1108	ak7_gfr	NA	rif_treated	1	bb	16_00	47	24.8	homemade	25'C	7-10	31_07_20	24.539976950554426
1992	1130	ak7_gfr	NA	rif_treated	1	bb	16_00	47	24.8	homemade	25'C	7-10	31_07_20	26.50054199899286
2134	1048	ak7_gfr	NA	rif_treated	1	bb	16_00	47	24.8	homemade	25'C	7-10	31_07_20	27.224715421552
2168	1082	ak7_gfr	NA	rif_treated	1	bb	16_00	47	24.8	homemade	25'C	7-10	31_07_20	27.379208405076795
2194	1076	ak7_gfr	NA	rif_treated	1	bb	16_00	47	24.8	homemade	25'C	7-10	31_07_20	27.508626958471766

