X	Y	id	T	genotype	slab_lane	replica	time	humidity	ambient_temp	food	rearing_Temp	Age	exp_date	TempEst
510	682	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	19.31420876741685
540	680	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	19.443410596850885
600	688	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	19.70011975544517
656	668	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	19.94359349298205
682	668	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	20.05532365067422
708	658	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	20.16846589192788
780	670	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	20.47617798218626
874	660	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	20.881537558942522
918	680	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	21.06779519714476
1052	676	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	21.644200074059775
1152	676	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	22.0739314497989
1322	622	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	22.812100039787435
1398	610	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	23.14039038562295
1448	614	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	23.354691240067915
1504	646	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	23.590822143085063
1612	650	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	24.054367195458717
1628	628	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	24.126230799412248
1650	652	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	24.217382701527285
1732	658	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	24.56891517949647
1774	608	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	24.75646277511434
1804	636	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	24.88142835386391
1812	600	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	24.920890364744395
1828	654	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	24.982022133630622
1964	650	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	25.567021638060424
1970	660	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	25.591393437043283
1990	636	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	25.680728712738677
2030	638	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	25.852338846322027
2054	648	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	25.954062292937927
2122	636	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	26.247974128714315
2146	648	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	26.34941515861792
2196	606	ak9	NA	wMel	3	r	16_00	45	23.8	homemade	25'C	7-10	30_07_20	26.570211597445727
144	514	ak9	NA	wMel	3	hh	18_00	58	24.7	homemade	25'C	7-10	03_08_20	18.940800622876598
188	482	ak9	NA	wMel	3	hh	18_00	58	24.7	homemade	25'C	7-10	03_08_20	19.150198398548387
214	476	ak9	NA	wMel	3	hh	18_00	58	24.7	homemade	25'C	7-10	03_08_20	19.27117868662146
226	492	ak9	NA	wMel	3	hh	18_00	58	24.7	homemade	25'C	7-10	03_08_20	19.323010445240605
222	508	ak9	NA	wMel	3	hh	18_00	58	24.7	homemade	25'C	7-10	03_08_20	19.301180723175023
296	460	ak9	NA	wMel	3	hh	18_00	58	24.7	homemade	25'C	7-10	03_08_20	19.652108127025066
314	466	ak9	NA	wMel	3	hh	18_00	58	24.7	homemade	25'C	7-10	03_08_20	19.73369691083498
386	506	ak9	NA	wMel	3	hh	18_00	58	24.7	homemade	25'C	7-10	03_08_20	20.056637694180235
474	484	ak9	NA	wMel	3	hh	18_00	58	24.7	homemade	25'C	7-10	03_08_20	20.46647057180101
548	464	ak9	NA	wMel	3	hh	18_00	58	24.7	homemade	25'C	7-10	03_08_20	20.811422859835854
546	432	ak9	NA	wMel	3	hh	18_00	58	24.7	homemade	25'C	7-10	03_08_20	20.809043878539065
692	440	ak9	NA	wMel	3	hh	18_00	58	24.7	homemade	25'C	7-10	03_08_20	21.47949771383996
744	434	ak9	NA	wMel	3	hh	18_00	58	24.7	homemade	25'C	7-10	03_08_20	21.72017790802571
734	476	ak9	NA	wMel	3	hh	18_00	58	24.7	homemade	25'C	7-10	03_08_20	21.66517680887496
978	440	ak9	NA	wMel	3	hh	18_00	58	24.7	homemade	25'C	7-10	03_08_20	22.796196681079387
1100	438	ak9	NA	wMel	3	hh	18_00	58	24.7	homemade	25'C	7-10	03_08_20	23.3582922652872
1256	428	ak9	NA	wMel	3	hh	18_00	58	24.7	homemade	25'C	7-10	03_08_20	24.078625671897253
1502	372	ak9	NA	wMel	3	hh	18_00	58	24.7	homemade	25'C	7-10	03_08_20	25.22312116905527
1604	390	ak9	NA	wMel	3	hh	18_00	58	24.7	homemade	25'C	7-10	03_08_20	25.688871962539178
1860	418	ak9	NA	wMel	3	hh	18_00	58	24.7	homemade	25'C	7-10	03_08_20	26.861480537679547
1896	418	ak9	NA	wMel	3	hh	18_00	58	24.7	homemade	25'C	7-10	03_08_20	27.027218869220174
1918	372	ak9	NA	wMel	3	hh	18_00	58	24.7	homemade	25'C	7-10	03_08_20	27.138319666858067
2234	396	ak9	NA	wMel	3	hh	18_00	58	24.7	homemade	25'C	7-10	03_08_20	28.588012382539752
2316	416	ak9	NA	wMel	3	hh	18_00	58	24.7	homemade	25'C	7-10	03_08_20	28.961259531180957

