X	Y	id	T	genotype	slab_lane	replica	time	humidity	ambient_temp	food	rearing_Temp	Age	exp_date	TempEst
1238	532	re10_gfr	NA	rif_treated	4	m	13_00	44	24.3	homemade	25'C	7-10	30_07_20	21.942119655036677
1254	520	re10_gfr	NA	rif_treated	4	m	13_00	44	24.3	homemade	25'C	7-10	30_07_20	22.021766790614663
1262	484	re10_gfr	NA	rif_treated	4	m	13_00	44	24.3	homemade	25'C	7-10	30_07_20	22.064843209181458
1266	500	re10_gfr	NA	rif_treated	4	m	13_00	44	24.3	homemade	25'C	7-10	30_07_20	22.082694854250015
1282	524	re10_gfr	NA	rif_treated	4	m	13_00	44	24.3	homemade	25'C	7-10	30_07_20	22.158438568894645
1306	548	re10_gfr	NA	rif_treated	4	m	13_00	44	24.3	homemade	25'C	7-10	30_07_20	22.273355281172712
1314	528	re10_gfr	NA	rif_treated	4	m	13_00	44	24.3	homemade	25'C	7-10	30_07_20	22.314696845991346
1334	512	re10_gfr	NA	rif_treated	4	m	13_00	44	24.3	homemade	25'C	7-10	30_07_20	22.414364193823094
1510	540	re10_gfr	NA	rif_treated	4	m	13_00	44	24.3	homemade	25'C	7-10	30_07_20	23.27313414769938
1552	522	re10_gfr	NA	rif_treated	4	m	13_00	44	24.3	homemade	25'C	7-10	30_07_20	23.480744095741596
1560	504	re10_gfr	NA	rif_treated	4	m	13_00	44	24.3	homemade	25'C	7-10	30_07_20	23.52186880384171
1580	498	re10_gfr	NA	rif_treated	4	m	13_00	44	24.3	homemade	25'C	7-10	30_07_20	23.620451868080856
1614	508	re10_gfr	NA	rif_treated	4	m	13_00	44	24.3	homemade	25'C	7-10	30_07_20	23.785852824430354
1988	492	re10_gfr	NA	rif_treated	4	m	13_00	44	24.3	homemade	25'C	7-10	30_07_20	25.618925317541596
126	408	re10_gfr	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	17.768689464407487
142	376	re10_gfr	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	17.85144681823094
138	362	re10_gfr	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	17.83577900557839
636	318	re10_gfr	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	20.194306526753543
634	308	re10_gfr	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	20.1871573739459
914	326	re10_gfr	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	21.503481887932868
1440	308	re10_gfr	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	23.988118182123067
2034	288	re10_gfr	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	26.793887572897297
2058	262	re10_gfr	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	26.913002077829162
2070	246	re10_gfr	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	26.973244083813725
2104	248	re10_gfr	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	27.13312587858711
2116	236	re10_gfr	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	27.19245487988016
2138	248	re10_gfr	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	27.29346417570624
2170	264	re10_gfr	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	27.44071878952291
2192	260	re10_gfr	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	27.54538010411504
2202	246	re10_gfr	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	27.595733943217432
2182	240	re10_gfr	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	27.5027868048905
2152	244	re10_gfr	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	27.36039883215269
2268	260	re10_gfr	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	27.90378335649899
2292	252	re10_gfr	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	28.018789340319053
2262	240	re10_gfr	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	27.880053386347292
2290	240	re10_gfr	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	28.012096689857167
2310	240	re10_gfr	NA	rif_treated	4	cc	14_00	60	24.7	homemade	25'C	7-10	03_08_20	28.106413335221365
112	894	re10_gfr	NA	rif_treated	1	jj	18_00	58	24.7	homemade	25'C	7-10	03_08_20	18.83293418954054
104	880	re10_gfr	NA	rif_treated	1	jj	18_00	58	24.7	homemade	25'C	7-10	03_08_20	18.800398410333543
174	914	re10_gfr	NA	rif_treated	1	jj	18_00	58	24.7	homemade	25'C	7-10	03_08_20	19.10804617812129
164	884	re10_gfr	NA	rif_treated	1	jj	18_00	58	24.7	homemade	25'C	7-10	03_08_20	19.07061934955414
210	882	re10_gfr	NA	rif_treated	1	jj	18_00	58	24.7	homemade	25'C	7-10	03_08_20	19.279103189908927
386	890	re10_gfr	NA	rif_treated	1	jj	18_00	58	24.7	homemade	25'C	7-10	03_08_20	20.072719823061238
386	880	re10_gfr	NA	rif_treated	1	jj	18_00	58	24.7	homemade	25'C	7-10	03_08_20	20.075314139414516
440	864	re10_gfr	NA	rif_treated	1	jj	18_00	58	24.7	homemade	25'C	7-10	03_08_20	20.32359784476548
532	876	re10_gfr	NA	rif_treated	1	jj	18_00	58	24.7	homemade	25'C	7-10	03_08_20	20.736414619309805
690	892	re10_gfr	NA	rif_treated	1	jj	18_00	58	24.7	homemade	25'C	7-10	03_08_20	21.446578199650922
1044	874	re10_gfr	NA	rif_treated	1	jj	18_00	58	24.7	homemade	25'C	7-10	03_08_20	23.051674097082085
1046	818	re10_gfr	NA	rif_treated	1	jj	18_00	58	24.7	homemade	25'C	7-10	03_08_20	23.075244224185845
1260	816	re10_gfr	NA	rif_treated	1	jj	18_00	58	24.7	homemade	25'C	7-10	03_08_20	24.043252328673972
1516	838	re10_gfr	NA	rif_treated	1	jj	18_00	58	24.7	homemade	25'C	7-10	03_08_20	25.194915139947575
1580	838	re10_gfr	NA	rif_treated	1	jj	18_00	58	24.7	homemade	25'C	7-10	03_08_20	25.48425771676028
2058	784	re10_gfr	NA	rif_treated	1	jj	18_00	58	24.7	homemade	25'C	7-10	03_08_20	27.659294395637858

